,Name,developers_publishers,genre,category,release_date,price,owners,followers,playtime_total
5332,['ice sugar'],"['Kedexa', 'Kedexa']","['Fr', 'Casual']"," Single-player, Family Sharing","Dec 1, 2021",$0.99,"0 .. 20,000",22,
5333,['lawnmower city'],"['NanningsGames', 'NanningsGames']","['Fr', 'Action']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Dec 14, 2021",$1.19,"50,000 .. 100,000",44,
5334,['exsanguinate'],"['Tainted Pact', 'Tainted Pact']","['Action', 'Adventure']"," Single-player, Family Sharing","Dec 29, 2021",$1.99,"0 .. 20,000",110,
5335,['physics cake'],"['Merriman Games', 'Merriman Games']","['Simulation', 'in Early Access']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Aug 22, 2021 (previously",$0.99,"0 .. 20,000",32,
5336,['z-blood mission'],"['Hot Code Games', 'Hot Code Games']","['Indie', 'Early Access']"," Single-player, Family Sharing","Jan 15, 2021",$2.99,"0 .. 20,000",55,
5337,['halloween night mahjong'],"['Creobit', '8floor']","['Fr', 'Casual']"," Single-player, Family Sharing","Jan 31, 2021",$4.99,"0 .. 20,000",35,
5338,['废土黄昏 dusk of the wasteland age'],"['香蜂草', '香蜂草']","['Indie', 'Early Access']"," Single-player, Family Sharing","Feb 18, 2021",$2.99,"0 .. 20,000",59,
5339,"[""chef's tail""]","['Art Games Studio S.A.', 'Art Games Studio S.A.']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Oct 22, 2021",$2.24,"0 .. 20,000",199,
5340,['robonauts'],"['QubicGames S.A.', 'Untold Tales']","['Adventure', 'Indie']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Family Sharing","Sep 9, 2021",$3.99,"50,000 .. 100,000",133,
5341,['skeleton wave'],"['FunnyKids', 'FunnyKids']","['Casual', 'Indie']"," Single-player, Family Sharing","May 4, 2021",$0.99,"0 .. 20,000",27,
5342,['80s volleyball'],"['Igor Ayello Borges', 'Igor Ayello Borges']","['Indie', 'Sports']"," Single-player, Steam Achievements, Family Sharing","Jun 3, 2021",$0.99,"0 .. 20,000",39,
5343,['retro tank party'],"['Snopek Games', 'Snopek Games']","['Action', 'Casual']"," Multi-player, PvP, Online PvP, Partial Controller Support, Family Sharing","Apr 20, 2021",$1.99,"0 .. 20,000",31,
5344,['world of bombs'],"['Kedexa', 'Kedexa']","['Sports', 'Strategy']"," Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing","Aug 18, 2021",$0.99,"0 .. 20,000",20,
5345,['beyond the gates'],"['Chonky Games', 'Chonky Games']","['Indie', 'Early Access']"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Family Sharing","Jul 22, 2021",$4.99,"0 .. 20,000",39,
5346,['the far kingdoms: hidden magic'],"['Lazy Turtle Games', 'HH-Games']","['Fr', 'Casual']"," Single-player, Family Sharing","Apr 21, 2021",$4.99,"20,000 .. 50,000",44,
5347,['zerochance'],"['Tamashii', 'Tamashii']","['Casual', 'Indie']"," Single-player, Family Sharing","Apr 23, 2021",$1.99,"0 .. 20,000",31,
5348,['the adventures of mr. poop'],"['BOGILOM', 'BOGILOM']","['Adventure', 'Indie']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Remote Play Together, Family Sharing","May 14, 2021",$1.99,"0 .. 20,000",26,
5349,['detective rosie morgan: murder on the river thames'],"['Little Black Book Entertainment', 'Little Black Book Entertainment']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jun 4, 2021",$5.99,"0 .. 20,000",228,
5350,['1001 jigsaw detective'],"['Somer Games', '8floor']","['Fr', 'Casual']"," Single-player, Family Sharing","Aug 16, 2021",$4.99,"0 .. 20,000",23,
5351,['splash jump'],"['Crewxaa', 'Crewxaa']","['Fr', 'Casual']"," Single-player, Family Sharing","Aug 2, 2021",$0.99,"0 .. 20,000",16,
5352,['tarakan - mystery point & click adventure'],"['M9 Games', 'M9 Games']","['Casual', 'Indie']"," Single-player, Family Sharing","Sep 18, 2021",$6.99,"50,000 .. 100,000",38,
5353,['fantasy sliding puzzle 2'],"['Lolita LineArt', 'DIG Publishing']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Sep 16, 2021",$2.99,"0 .. 20,000",37,
5354,['succubus runa and the erotic dungeon'],"['藤札', 'WASABI entertainment']","['Fr', 'RPG']"," Single-player, Full controller support, Steam Cloud, Family Sharing","Nov 5, 2021",$9.99,"0 .. 20,000",651,
5355,['lawnmower game: space fight'],"['Tero Lunkka', 'Valkeala Software']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Oct 26, 2021",$0.59,"0 .. 20,000",22,
5356,['voxel farm island'],"['LQ-GAME', 'LQ-GAME']","['RPG', 'Simulation']"," Single-player, Multi-player, Family Sharing","Oct 28, 2021",$7.99,"0 .. 20,000",166,
5357,['palphone-sama : curse call'],"['HIJIKI', 'Gotcha Gotcha Games']","['Fr', 'Adventure']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Dec 8, 2021",$5.99,"0 .. 20,000",84,
5358,['starvoly'],"['Zeratd Gaming', 'Zeratd Gaming']","['RPG', 'Simulation']"," Single-player, Family Sharing","Mar 14, 2021",$14.99,"0 .. 20,000",147,
5359,['after shadows'],"['Insidious Games', 'Insidious Games']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Oct 21, 2021",$14.99,"0 .. 20,000",232,
5360,['时空梦魇ⅰ代号608'],"['Clock In Dream', 'Clock In Dream']","['Simulation', 'Strategy']"," Single-player, Family Sharing","Aug 23, 2021",$6.99,"50,000 .. 100,000",125,
5361,['star fighter'],"['Boom Games', 'Boom Games']","['RPG', 'Simulation']"," Single-player, Family Sharing","Oct 1, 2021",$0.99,"0 .. 20,000",86,
5362,['defense tower simulator'],"['CoolCraftGames', 'CoolCraftGames']","['Simulation', 'Strategy']"," Single-player, Family Sharing","Jun 5, 2021",$1.99,"0 .. 20,000",34,
5363,"[""paranormal files: ghost chapter collector's edition""]","['Elephant Games', 'Big Fish Games']","['Adventure', 'Casual']"," Single-player, Family Sharing","Jul 16, 2021",$13.99,"0 .. 20,000",57,
5364,['valkyrie: journey to midgard'],"['Succubella Games', 'Angel And Demons']","['Fr', 'RPG']"," Single-player, Partial Controller Support, Steam Cloud, Family Sharing","Aug 28, 2021",$2.99,"200,000 .. 500,000",82,
5365,['blade and ham'],"['DeanForge', 'DeanForge']","['Action', 'Early Access']"," Single-player, Partial Controller Support, Family Sharing","Oct 14, 2021",$9.99,"0 .. 20,000",143,
5366,['neden?'],"['Umut Ay(00iblis00)', 'İblisGames']","['Casual', 'Indie']"," Single-player, Family Sharing","Nov 22, 2021",$0.99,"0 .. 20,000",34,
5367,['disc ninja'],"['Immersion', ' Immersion']","['Simulation', 'Sports']"," Single-player, Multi-player, PvP, Online PvP, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing","Dec 20, 2021",$9.99,"0 .. 20,000",137,
5368,['fate of the storm gods'],"['Choice of Games', 'Choice of Games']","['Indie', 'RPG']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Jan 28, 2021",$6.99,"0 .. 20,000",108,
5369,['zaacar'],"['Axoora', 'Axoora']","['Sports', 'Early Access']"," Single-player, Multi-player, PvP, Online PvP, Partial Controller Support, Family Sharing","May 22, 2021",$11.99,"0 .. 20,000",190,
5370,['taekwondo demonstration team simulator'],"['Studio Odin inc.', 'Studio Odin inc.']","['Simulation', 'Strategy']"," Single-player, Tracked Controller Support, VR Supported, Family Sharing","Jan 18, 2021",$9.99,"0 .. 20,000",66,
5371,['conquest: medieval kingdoms'],"['Aserisoft', 'Aserisoft']","['Simulation', 'Strategy']"," Single-player, Family Sharing","May 14, 2021",$4.99,"0 .. 20,000",366,
5372,['zenfarm'],"['indiegames3000', 'indiegames3000']","['Indie', 'Simulation']"," Single-player, Family Sharing","Feb 18, 2021",$1.99,"0 .. 20,000",48,
5373,['kosmonavtes: escape reality'],"['LKMAD', 'LKMAD']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Feb 19, 2021",$2.99,"20,000 .. 50,000",49,
5374,['black cat'],"['One Face Studio', 'One Face Studio']","['Adventure', 'Indie']"," Single-player, Family Sharing","Feb 24, 2021",$2.99,"0 .. 20,000",46,
5375,['pretty girls panic! plus'],"['Zoo Corporation', 'Zoo Corporation']","['Fr', 'Casual']"," Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","Mar 9, 2021",$4.99,"0 .. 20,000",211,
5376,['last kids on earth and the staff of doom'],"['Stage Clear Studios', 'Outright Games Ltd.']","['Action', 'RPG']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing","Jun 4, 2021",$29.99,"0 .. 20,000",399,
5377,['box pusher'],"['Ruskija Game Experience', 'Tero Lunkka']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jul 14, 2021",$0.49,"0 .. 20,000",31,
5378,['magic adventures'],"['Phoenixxx Games', 'Phoenixxx Games ']","['Casual', 'Indie']"," Single-player, Family Sharing","Jul 16, 2021",$1.09,"0 .. 20,000",42,
5379,['hide seek survive'],"['CampinCarlStudios', 'CampinCarlStudios']","['Fr', 'Action']"," Single-player, Full controller support, Captions available, Family Sharing","Sep 17, 2021",$0.99,"0 .. 20,000",70,
5380,['bigger bikes'],"['Boom Games', 'Boom Games']","['RPG', 'Simulation']"," Single-player, Steam Achievements, Family Sharing","Oct 22, 2021",$0.99,"0 .. 20,000",46,
5381,['madness beverage'],"['Console Labs S.A.', 'Console Labs S.A.']","['Action', 'Adventure']"," Single-player, Family Sharing","Nov 30, 2021",$14.99,"0 .. 20,000",112,
5382,['a fishy rpg'],"['LGV', 'LGV']","['RPG', 'Early Access']"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing","Nov 5, 2021",$0.99,"0 .. 20,000",43,
5383,['playground vr'],"['Blacer Studio', 'Source Byte Sp. z o.o.']","['Simulation', 'Early Access']"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing","Feb 26, 2021",$9.99,"0 .. 20,000",918,
5384,['alive cursor'],"['Threeyes', 'Threeyes']","['Utilities', 'Game Development']"," Single-player, Steam Workshop, Steam Cloud","May 6, 2021",$3.99,"0 .. 20,000",93,
5385,['goddess detective'],"['7miao game', '7miao game']","['Fr', 'Simulation']"," Single-player, Steam Achievements, Family Sharing","Jul 20, 2021",$0.99,"20,000 .. 50,000",124,
5386,['frog ball rerolled'],"['Larsonsoft', 'Pix Arts']","['Indie', 'Racing']"," Single-player, Partial Controller Support, Family Sharing","Nov 9, 2021",$0.99,"0 .. 20,000",24,
5387,['evening ecchi'],"['玫瑰工作室', 'Rosa Special Studio']","['Indie', 'RPG']"," Single-player, Steam Achievements, Family Sharing","Dec 15, 2021",$1.99,"0 .. 20,000",141,
5388,['ground zero texas - nuclear edition'],"['Screaming Villains', 'Screaming Villains']","['Fr', 'Action']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Mar 23, 2021",$14.99,"0 .. 20,000",206,
5389,['jin conception'],"['Jin Wave Studio LLC', 'Jin Wave Studio LLC']","['RPG', 'Strategy']"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","May 12, 2021",$14.99,"0 .. 20,000",390,
5390,['into the eternal'],"['Zero Infinite Games', 'Zero Infinite Games']","['RPG', 'Early Access']"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing","Apr 15, 2021",$19.99,"0 .. 20,000",347,
5391,['breath of spirits'],"['gz.inc', 'gz.inc']","['Casual', 'Indie']"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Tracked Controller Support, VR Only, Stats, Family Sharing","Jun 20, 2021",$14.99,"20,000 .. 50,000",170,
5392,['408 - the forbidden room'],"['Samuka Gomes', 'Samuka Gomes']","['Indie', 'Simulation']"," Single-player, Family Sharing","Jul 23, 2021",$2.99,"0 .. 20,000",94,
5393,"[""milena's manor house""]","['風間道場', 'Muso Project']","['Fr', 'RPG']"," Single-player, Family Sharing","Aug 22, 2021",$5.99,"0 .. 20,000",425,
5394,['dangerous planet'],"['HotFoodGames', 'ㅤkovalevviktor']","['Fr', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jun 11, 2021",$0.49,"0 .. 20,000",26,
5395,['dungeon avenger'],"['Neural Netting', 'Neural Netting']","['Indie', 'RPG']"," Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing","Dec 14, 2021",$9.99,"0 .. 20,000",30,
5396,['fear corporation'],"['PimpGameStudio', 'PimpGameStudio']","['Adventure', 'Indie']"," Single-player, Family Sharing","Aug 19, 2021",$9.99,"0 .. 20,000",131,
5397,['bed survival!'],"['AvoCavo', 'AvoCavo']","['Indie', 'Simulation']", Single-player,"Mar 29, 2021",,"0 .. 20,000",85,
5398,['saligia'],"['ENKA GAMES', 'ENKA GAMES']","['Indie', 'Simulation']"," Single-player, Full controller support, Family Sharing","Aug 5, 2021",$5.99,"0 .. 20,000",71,
5399,['detective vr: nft secret files'],"['MightyPlus', 'MightyPlus']","['Fr', 'Adventure']"," Single-player, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing","Aug 19, 2021",$19.99,"0 .. 20,000",206,
5400,['floating girl'],"['GOOD GAME', 'GOOD GAME']","['Indie', 'RPG']"," Single-player, Family Sharing","May 14, 2021",$0.99,"0 .. 20,000",231,
5401,['starsation'],"['FactKys Studios', 'Piece Of Voxel']","['Simulation', 'Strategy']"," Single-player, Family Sharing","May 25, 2021",$0.99,"0 .. 20,000",40,
5402,['cubepuzzle'],"['RRTS', 'kazakovstudios']","['Casual', 'Indie']", Single-player,"Jul 25, 2021",$0.49,"100,000 .. 200,000",34,
5403,['lightout'],"['T.H.L Games', 'T.H.L Games']","['Fr', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Oct 7, 2021",$2.99,"20,000 .. 50,000",58,
5404,['close combat: modern tactics'],"['Strategy 3 Tactics', 'Slitherine Ltd.']","['Fr', 'Strategy']"," Single-player, Multi-player, PvP, Online PvP, Steam Cloud, Family Sharing","Apr 15, 2021",$29.99,"0 .. 20,000",480,
5405,"[""the dawn: sniper's way""]","['PHOSPHORUS GAMES', 'PHOSPHORUS GAMES']","['Massively Multiplayer', 'Early Access']"," Single-player, Multi-player, PvP, LAN PvP, Steam Cloud, Family Sharing","Nov 30, 2021",$17.99,"0 .. 20,000",360,
5406,['the forgotten'],"['Ragdoll Inc', 'Ragdoll Inc']","['Indie', 'Strategy']"," Single-player, Steam Achievements, Family Sharing","Mar 4, 2021",$4.99,"0 .. 20,000",256,
5407,['thalassophobia'],"['Thuleanpanteon', 'Panzershark']","['Action', 'RPG']"," Single-player, Family Sharing","Jul 24, 2021",$6.99,"0 .. 20,000",142,
5408,['cube island'],"['Boom Team', 'Boom Team']","['RPG', 'Simulation']"," Single-player, Family Sharing","Aug 6, 2021",$0.99,"0 .. 20,000",149,
5409,['faun air -フォーンアイル-'],"['11PLANNING', '11PLANNING']","['Fr', 'RPG']"," Single-player, Family Sharing","Jan 18, 2021",$4.99,"50,000 .. 100,000",53,
5410,['blue flame'],"[""Fox's Sake Studio"", ""Fox's Sake Studio""]","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Remote Play on TV, Family Sharing","Jan 29, 2021",$4.99,"0 .. 20,000",74,
5411,['blurple food wars'],"['Patrick Milholland', 'Patrick Milholland']","['Indie', 'in Early Access']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Jan 12, 2021 (previously",$4.99,"0 .. 20,000",24,
5412,['unicorns on unicycles'],"['Weyrdworks', 'Rogue Games, Inc.']","['Casual', 'Indie']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Stats, Remote Play Together, Family Sharing","Sep 28, 2021",$12.99,"0 .. 20,000",124,
5413,['survival rpg 3: lost in time'],"['Bew Games', 'Bew Games']","['Indie', 'RPG']"," Single-player, Family Sharing","Feb 19, 2021",$6.99,"20,000 .. 50,000",91,
5414,['psweet'],"['Future Proof', 'Future Proof']","['RPG', 'Simulation']"," Single-player, Family Sharing","Mar 23, 2021",$7.99,"50,000 .. 100,000",66,
5415,['zenith into maronarium'],"['derevotyan', 'derevotyan']","['Action', 'Adventure']"," Single-player, Family Sharing","Mar 19, 2021",$1.99,"0 .. 20,000",47,
5416,['the unbreakable chain'],"['GHXYK2', 'Wainstop James']","['Fr', 'Simulation']"," Single-player, Family Sharing","Feb 1, 2021",$5,"0 .. 20,000",23,
5417,['lumpy'],"['Divine Gardener Studios', 'Divine Gardener Studios']","['Casual', 'Indie']"," Single-player, Family Sharing","Feb 4, 2021",$0.99,"0 .. 20,000",24,
5418,['red galaxy'],"['CSZgames', 'CSZgames']","['Action', 'Indie']"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing","Feb 16, 2021",$0.99,"20,000 .. 50,000",22,
5419,['orbatron'],"['Tobias Miller', 'Tobias Miller']","['Fr', 'Action']"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Leaderboards, Family Sharing","Mar 1, 2021",$14.99,"0 .. 20,000",40,
5420,['nova odessa - the strange tower'],"['Leonardo Alexandrino', 'Leonardo Alexandrino']","['Indie', 'RPG']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Feb 27, 2021",$2.99,"0 .. 20,000",53,
5421,['allan'],"['Hanged Bunny Studio', 'Pentacle Technologie']","['Indie', 'RPG']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Mar 24, 2021",$4.99,"20,000 .. 50,000",19,
5422,['bananarun'],"['Emil Leijon', 'Emil Leijon']","['Indie', 'Strategy']"," Single-player, Steam Achievements, Full controller support, Remote Play Together, Family Sharing","Aug 5, 2021",$4.99,"0 .. 20,000",27,
5423,['tobari 2: nightmare'],"['desunoya', 'Sekai Project']","['Casual', 'Indie']"," Single-player, Family Sharing","Jul 9, 2021",$6.99,"0 .. 20,000",193,
5424,['darkcoating'],"['SuchWare Games', 'SuchWare Games']","['Casual', 'Indie']"," Single-player, Family Sharing","Aug 10, 2021",$2.99,"0 .. 20,000",13,
5425,"[""acheron's souls""]","['Vidibond S.L.', 'Vidibond S.L']","['Strategy', 'Early Access']"," Multi-player, PvP, Online PvP","May 28, 2021",,"0 .. 20,000",100,
5426,['sentry:obelisk of dawn'],"['Guangzhou NineD Digital Technology Co.,Ltd', 'Guangzhou NineD Digital Technology Co.,Ltd']","['Massively Multiplayer', 'Strategy']"," Multi-player, PvP, Online PvP, Tracked Controller Support, VR Only, Family Sharing","Jun 22, 2021",$19.99,"0 .. 20,000",76,
